,Libelle1,voie,CP,Ville,surface,lat,long
7307,Mediatheque Joseph Tellier,GRAND RUE SAINTE CATHERINE,34230,Le Pouget,200.0,43.591885,3.524777
7308,Bibliotheque Municipale,Place de l'Imbaisse,34600,LE POUJOL SUR ORB,65.0,43.579117,3.061996
7310,Mediatheque Municipale,PLACE DE LA FONTAINE,34730,Prades-le-Lez,280.0,43.697918,3.864705
7313,Mediatheque Municipale Jules Verne,1 GRAND RUE,34360,Saint-Chinian,400.0,43.421138,2.946859
7315,Bibliotheque de Saint-Genies-de-Fontedit,4 rue des pins,34480,Saint-Genies-de-Fontedit,56.0,43.46894,3.181639
7317,Mediatheque Municipale,330 avenue coteaux de montferrand,34270,Saint-Mathieu-de-Treviers,400.0,43.766198,3.863909
7320,Bibliotheque Municipale Pierre Perret,14 Avenue du Plan,34400,Saint-Series,80.0,43.731708,4.10472
7321,Bibliotheque Municipale,28 rue de la Coste,34730,Saint-Vincent-de-Barbeyrargues,85.0,43.706057,3.877136
7323,Bibliotheque Municipale de Saussan,Rue de la Mairie,34570,Saussan,170.0,43.570891,3.774501
7324,Bibliotheque Municipale,3 PLACE DU TERRAL,34700,Soubes,46.0,43.766903,3.346332
7325,Bibliotheque Municipale,Place du jeu de ballon,34230,Tressan,70.0,43.575013,3.490586
7326,Bibliotheque Anne Bourgouin-Durand,23 rue de la mairie,34130,Valergues,150.0,43.667448,4.061732
7327,Bibliotheque Municipale De Valflaunes,26 RUE DE L'ANCIENNE POSTE,34270,Valflaunes,53.0,43.799887,3.8718
7331,BIBLIOTHEQUE MUNICIPALE,RUE DE LA VALLEE,35250,ANDOUILLE-NEUVILLE,70.0,48.296117,-1.588682
7332,Bibliotheque Municipale De Arbrissel,1 espace Pierre et Marie Curie,35130,Arbrissel,50.0,47.927159,-1.303102
7333,Bibliotheque Municipale,5 rue de l'eglise,35120,Baguer-Pican,60.0,48.55237,-1.699191
7335,Bibliotheque Municipale de Boisgervilly,28 rue Theodore Botrel,35360,BOISGERVILLY,150.0,48.166502,-2.067705
7336,Bibliotheque La Boussac,5 place place de l'eglise,35120,La Boussac,50.0,48.512492,-1.660925
7337,Mediatheque Le Grenier Des Mots,1 Rue de Mordelles,35310,Breal-sous-Montfort,480.0,48.049164,-1.863612
7339,Mediatheque du Pont des arts,5 rue de l'hotel de ville,35510,Cesson-Sevigne,750.0,48.117426,-1.603487
7340,Bibliotheque Municipale La Grange Aux Livres,12 bis rue de l'e,35250,Chasne-sur-Illet,148.0,48.242712,-1.559446
7341,Bibliotheque Municipale,LES TOURS CARREES,35220,Chateaubourg,250.0,48.110334,-1.405013
7342,Mediatheque Les Halles,RUE DU PORCHE,35410,Chateaugiron,1561.0,48.047176,-1.501868
7344,Bibliotheque Municipale,7 RUE DE LA CROIX VERTE,35310,Chavagne,224.0,48.053842,-1.790547
7345,Bibliotheque municipale de La Couyere,1 place de la mairie,35320,La Couyere,40.0,47.894629,-1.5039
7346,La Forge A Lire,RUE DE LA MAIRIE,35120,Epiniac,90.0,48.510222,-1.700055
7347,Bibliotheque Municipale L'ilot Mots,16 RUE DES PE,35620,Erce-en-Lamee,100.0,47.829551,-1.562673
7348,Bibliotheque Municipale,3 rue de la Seiche,35150,Esse,80.0,47.959616,-1.423097
7350,Bibliotheque Mediatheque Per Jakez Helias,9 rue Raphael De Folligne,35350,La Gouesniere,159.0,48.604139,-1.893815
7351,Bibliotheque De Grand Fougeray,6 rue de Villeneuve,35390,Grand-Fougeray,100.0,47.727887,-1.735001
7352,Mediatheque De Guichen,rue Commandant,35580,Guichen,240.0,47.964438,-1.796688
7353,Bibliotheque municipale,17 Rue des Cailleuls,35850,Irodouer,150.0,48.25124,-1.949562
7354,Bibliotheque Municipale,10 rue Saint Melaine,35550,LIEURON,30.0,47.851824,-1.943711
7355,Bibliotheque Municipale,18 rue Anne de Bretagne,35680,Louvigne de Bais,160.0,48.051827,-1.325554
7356,Bibliotheque Municipale,5 rue d'Alsace,35420,Louvigne-du-Desert,200.0,48.481114,-1.127422
7357,Mediatheque municipale,1 rue du Prelois,35380,Maxent,125.0,47.982147,-2.035103
7358,Bibliotheque Municipale,20 RUE Mademoiselle du Vautenet,35270,Meillac,169.0,48.412174,-1.815446
7360,Bibliotheque municipale,Place de l'Eglise,35870,Le Minihic sur Rance,121.0,48.575959,-2.012063
7362,Mediatheque,1 Place du Tribunal,35160,Montfort-sur-Meu,850.0,48.138511,-1.956933
7364,Mediatheque Municipale,1 rue DE LA MOTTE,35530,Noyal-sur-Vilaine,488.0,48.114918,-1.523454
7365,Bibliotheque Municipale,1 esplanade de Broceliande,35380,Paimpont,180.0,48.019217,-2.173601
7366,Bibliotheque De Parthenay De Bretagne,2 RUE PRINCIPALE,35850,Parthenay-de-Bretagne,70.0,48.192005,-1.831454
7367,Bibliotheque,5 RUE DES MANOIRS,35470,Plechatel,101.0,47.895201,-1.75015
7368,Mediatheque,35 rue Colonel du Halgouet,35660,Renac,134.0,47.719514,-1.975457
7369,Bibliotheque de Rennes Metropole,46 BOULEVARD MAGENTA,35012,Rennes,9700.0,48.1119791219,-1.68186449144
7371,Landry,100 RUE DE CHATEAUGIRON,35039,Rennes,468.0,48.1119791219,-1.68186449144
7375,Mediatheque l'Estuaire - l'etier,17 rue de Dinard,35780,La Richardais,182.0,48.607066,-2.034109
7376,L'evasion par le livre,10 rue de la Liberation,35390,Sainte-Anne-sur-Vilaine,65.0,47.72929,-1.824992
7380,Bibliotheque Saint Gondran,2 RUE DE LA CROISADE,35630,Saint-Gondran,80.0,48.267077,-1.836205
7381,Bibliotheque Municipale,Place de la Grand'Cour,35220,Saint-Jean-sur-Vilaine,100.0,48.116133,-1.362367
7385,Mediatheque Les Mots Passants,10 Place Ste Jeanne Jugan,35190,Saint-Pern,70.0,48.288416,-1.98821
7386,BIBLIOTHEQUE MUNICIPALE,22 RUE DES BATELIERS,35580,SAINT-SENOUX,96.0,47.902486,-1.786954
7387,Bibliotheque Municipale,3 carrefour des ecoles,35390,Saint-Sulpice-des-Landes,50.0,47.76622,-1.62083
7389,Mediatheque Alfred Jarry,Place de l'Europe,35235,Thorigne-Fouillard,1140.0,48.154471,-1.577286
7390,Bibliotheque Municipale,10 rue des peupliers,35320,Tresboeuf,60.0,47.883245,-1.548201
7391,Mediatheque Municipale,3 Rue FRANCOIS RABELAIS,35771,Vern-sur-Seiche,980.0,48.0525245014,-1.60521106164
7392,Bibliotheque Municipale Espace Lecture,16 place de l'eglise,35630,Vignoc,75.0,48.247968,-1.782528
7393,Bibliotheque Municipale,51 rue de Dol,35960,Le Vivier-sur-Mer,96.0,48.600631,-1.769893
7394,Mediatheque Municipale,18 ROUTE DE NANTES,35131,PONT-PEAN,170.0,48.01939,-1.706659
7395,Bibliotheque Municipale,2 Rue George Sand,36120,Ardentes,300.0,46.741491,1.831975
7397,Bibliotheque Municipale,Place Fernand Portier,36310,Chaillac,115.0,46.434666,1.297021
7398,Mediatheque Equinoxe,41 AVENUE CHARLES DE GAULLE,36008,Chateauroux,7520.0,46.8029617828,1.69399812001
7399,Mediatheque Francois Rabelais,8 Place du marche,36700,Chatillon-sur-Indre,347.0,46.98603,1.175389
7401,Bibliotheque municipale,1 rue du colombier,36210,Dun-le-Poelier,62.0,47.203126,1.753094
7402,Bibliotheque municipale,2 rue Nationale,36700,Flere-la-Riviere,52.0,47.020292,1.107247
7404,Bibliotheque Municipale,11 rue de la Mairie,36140,Lourdoueix-Saint-Michel,20.0,46.426763,1.728029
7405,Bibliotheque municipale,2 rue du 11 novembre,36350,Luant,55.0,46.732709,1.558114
7406,Bibliotheque Municipale,4 rue Roger Menars,36360,Lucay-le-Male,80.0,47.12407,1.437896
7407,Bibliotheque Municipale,1 rue des ponts,36600,Lye,118.0,47.227353,1.473275
7408,Bibliotheque municipale,rue du prieure,36400,Le Magny,50.0,46.565591,1.958136
7409,Bibliotheque Municipale,12 Place de l'eglise,36200,Mosnay,25.0,46.622205,1.630084
7410,Bibliotheque Municipale,4 rue de la Marche,36190,Orsennes,25.0,46.47584,1.682871
7412,MAISON DES TILLEULS,1 bis Place des tilleuls,36260,Paudy,80.0,47.038297,1.919802
7413,Bibliotheque Municipale,5 rue du Haut Marais,36210,Poulaines,150.0,47.15216,1.66372
7414,Bibliotheque Municipale,Mairie,36160,Pouligny-Notre-Dame,25.0,46.481243,2.002791
7416,Bibliotheque Intercommunale,IMPASSE du TRIPOT,36150,Vatan,118.0,47.071786,1.808182
7417,Complexe socio-culturel Victor Hugo,11 rue des Anciens Combattants,36330,Velles,114.0,46.688933,1.650306
7418,Bibliotheque municipale,4 rue de la gare,36500,Vendoeuvres,100.0,46.801538,1.358633
7419,Bibliotheque municipale,50 route de valencay,36600,La Vernelle,110.0,47.247742,1.542331
7420,Bibliotheque Municipale,Mairie,36400,Vicq-Exemplet,15.0,46.595257,2.12723
7421,Bibliotheque Municipale,1 rue JEAN JAURES,36320,Villedieu-sur-Indre,210.0,46.847311,1.537702
7422,Bibliotheque d'Abilly-sur-Claise,Place de la mairie,37160,Abilly,90.0,46.941975,0.728079
7423,Bibliotheque de Chambourg-sur-Indre,rue Marcel  Viraud,37310,Chambourg-sur-Indre,60.0,47.182913,0.967132
7424,Mediatheque Municipale,2 place de Voru,37170,Chambray-les-Tours,1028.0,47.34387,0.707651
7426,Bibliotheque intercommunale de Huismes,rue de la Chancellerie,37420,Huismes,40.0,47.229201,0.252694
7427,Bibliotheque COMMUNALE,2 RUE DE L'E DES ECOLES,37120,Jaulnay,102.0,46.950587,0.413344
7428,BIBLIOTHEQUE MUNICIPALE,4 place du 14 juillet,37130,Langeais,326.0,47.324411,0.409148
7429,Bibliotheque de Marcilly-sur-Vienne,16 rue Principale,37800,Marcilly-sur-Vienne,45.0,47.044108,0.540554
7430,Mediatheque Stephane Hessel,6 rue Jean-Jacques Rousseau,37270,Montlouis-sur-Loire,999.0,47.387897,0.825399
7432,Bibliotheque de Mouzay,10 Place de la mairie,37600,Mouzay,40.0,47.089172,0.892443
7433,Bibliotheque de Neuille-le-Lierre,2 Place de la Republique,37380,Neuille-le-Lierre,55.0,47.512517,0.910297
7434,Bibliotheque de Reignac-sur-Indre,28 rue des sabotiers,37310,Reignac-sur-Indre,42.0,47.22781,0.912851
7435,Bibliotheque de Reugny,rue Gambetta,37380,Reugny,62.0,47.482819,0.884364
7436,Bibliotheque de Rouziers-de-Touraine,4 Ter Place de l'Eglise,37360,Rouziers-de-Touraine,100.0,47.517252,0.648854
7437,Bibliotheque de Saint-Antoine-du-Rocher,Rue des Ecoles,37360,Saint-Antoine-du-Rocher,100.0,47.49854,0.626145
7439,Bibliotheque de Saint-Etienne-de-Chigny,1 chemin de la Mauriere,37230,Saint-etienne-de-Chigny,110.0,47.370156,0.515538
7440,Bibliotheque de Saint-Flovier,4 Place du 8 mai,37600,Saint-Flovier,38.0,46.968089,1.026671
7441,Les Amis De La Bibliotheque,Rue Raymonde Sergent,37270,Saint-Martin-le-Beau,79.0,47.357092,0.912081
7442,Bibliotheque Municipale de Sainte-Maure-de-Touraine,45 avenue du General-de-Gaulle,37800,Sainte-Maure-de-Touraine,255.0,47.112843,0.616958
7443,Bibliotheque de Saint-Nicolas-de-Bourgueil,Salle des Fetes,37140,Saint-Nicolas-de-Bourgueil,75.0,47.285638,0.12646
7444,Bibliotheque de Souvigne,7 rue des ecoles,37330,Souvigne,55.0,47.521185,0.397513
7445,La Grange aux livres,1 rue Anatole France,37210,Vernou-sur-Brenne,90.0,47.420852,0.845422
7447,Bibliotheque Municipale,55 chemin des ecoliers,38114,ALLEMONT,374.0,45.127358,6.038394
7448,Mediatheque Municipale Jules Ferry,3 square Emile Richerd,38630,Les Avenieres Veyrins-Thuellin,376.0,45.634786,5.563028
7449,Bibliotheque Municipale,Place de la mairie,38270,Bellegarde-Poussieu,55.0,45.374605,4.950625
7450,Bibliotheque Municipale,Chemin de la proula,38190,BERNIN,307.0,45.266963,5.867114
7451,mediatheque municipale,7 Place Du 8 mai,38150,Bouge-Chambalud,60.0,45.330901,4.901715
7452,Bibliotheque Municipale,11 Grande rue,38320,BRESSON,50.0,45.136258,5.748974
7454,Mediatheque de Chanas,2 Place de la Paix,38150,Chanas,140.0,45.318888,4.822089
7455,Bibliotheque Municipale,Place de la mairie,38530,CHAPAREILLAN,100.0,45.463277,5.990483
7457,Bibliotheque Municipale De Charvieu-Chavagneux,15 rue de la plaine,38230,Charvieu-Chavagneux,150.0,45.740134,5.156299
7458,Bibliotheque Municipale De Chasse-Sur-Rhone,289 Rue Du Sentier,38670,Chasse-sur-Rhone,200.0,45.577598,4.806151
7460,Bibliotheque Du Nan,Rue St Joseph,38470,COGNIN-LES-GORGES,80.0,45.170881,5.413977
7461,Mediatheque Municipale Les Rondiers,Clot Donat,38630,Corbelin,153.0,45.608384,5.545089
7462,Bibliotheque Municipale,Allee de la Piscine,38700,CORENC,250.0,45.21051,5.749582
7463,Bibliotheque Robert Richard,4 Place de la mairie,38730,Doissin,53.0,45.499377,5.423365
7465,Bibliotheque  Municipale de la Fontaine,10 Route de Tramole,38300,Les Eparres,70.0,45.532836,5.308468
7467,Mediatheque Municipale,31 AVENUE DU VERCORS,38600,Fontaine,1052.0,45.192386,5.696706
7468,Bibliotheque Municipale,9 Rue Jean Jaures,38610,GIERES,680.0,45.182527,5.795149
7469,Bibliotheque Municipale,10 Rue de la gare,38570,GONCELIN,185.0,45.341294,5.97647
7474,Bibliotheque des relais lecture,130 AVENUE D'INNSBRUCK,38100,Grenoble,19913.0,45.156352,5.733619
7478,Bibliotheque Municipale,57 Route du Coulet,38750,HUEZ,365.0,45.0917,6.065554
7479,Mediatheque Capi Agnes Varda,Avenue Henri Bergson,38081,L'Isle-d'Abeau,1680.0,45.6181733164,5.22290423925
7480,Bibliotheque Municipale,79 Place de la mairie,38200,Luzinay,200.0,45.588646,4.955764
7484,Bibliotheque Municipale,12 route d'Emparis,38142,MIZoeN,57.0,45.050146,6.142873
7486,Mediatheque Du Parc,117 Grande rue,38390,Montalieu-Vercieu,495.0,45.813969,5.403852
7487,Mediatheque La Matacena,14 Rue Bon Repos,38350,LA MURE,600.0,44.90682,5.783693
7488,Bibliotheque,Montee de l'eglise,38260,Nantoin,50.0,45.435454,5.269687
7490,Bibliotheque Municipale,Place de la mairie,38390,Parmilieu,35.0,45.839305,5.354157
7491,Bibliotheque Georges Brassens,2 Avenue Pierre-Mendes France,38320,POISAT,137.0,45.158461,5.759477
7494,Bibliotheque de Saint-Cassien,9 route de Chartreuse,38500,SAINT CASSIEN,5815.0,45.3601,5.552079
7495,Bibliotheque intercommunale Saint-Gervais / Rovon,Maison de la Drevenne,38470,Saint-Gervais,60.0,45.205561,5.465549
7496,Bibliotheque de Saint-Jean-d'Avelanne,Route de Velanne,38480,Saint-Jean-d'Avelanne,63.0,45.500937,5.670372
7498,Bibliotheque Municipale,73 montee des Perrieres,38080,Saint-Marcel-Bel-Accueil,80.0,45.647371,5.236988
7499,Bibliotheque Municipale,339 Route Nationale 90,38660,SAINTE MARIE D'ALLOIX,66.0,45.380542,5.967569
7501,Bibliotheque Paul Langevin,29 PLACE KARL MARX,38400,Saint-Martin-d'Heres,701.0,45.180304,5.757847
7502,Bibliotheque Municipale,Place de la mairie,38380,SAINT PIERRE DE CHARTREUSE,45.0,45.341606,5.815525
7503,Bibliotheque municipale de Saint Romain de Jalionas,50 Rue du Stade,38460,Saint-Romain-de-Jalionas,120.0,45.753419,5.220065
7504,Bibliotheque Municipale,square Roccasecca de Volci,38160,SAINT ROMANS,100.0,45.1052188553,5.31866035876
7506,Bibliotheque Municipale,159 rue Aime Paquet,38660,SAINT VINCENT DE MERCUZE,111.0,45.37533,5.949016
7507,Mediatheque L'ELLIPSE,5 RUE DES BLONDES,38360,Sassenage,1470.0,45.206757,5.666267
7508,Bibliotheque Municipale,196 Rue de l'ALS,38220,SECHILIENNE,24.0,45.055532,5.834213
7509,Bibliotheque Municipale,40 RUE DE LA FAUCONNIERE,38170,Seyssinet-Pariset,490.0,45.175593,5.693264
7510,Bibliotheque Municipale,133 Avenue de Grenoble,38180,SEYSSINS,320.0,45.163135,5.686216
7511,Bibliotheque intercommunale,0 Allee du chateau,38650,SINARD,90.0,44.946804,5.650377
7513,Bibliotheque Municipale,59 Route du lac,38570,TENCIN,100.0,45.308336,5.9569
7514,Bibliotheque Municipale,102 Place de la mairie,38660,LA TERRASSE,170.0,45.324513,5.931584
7515,BIBLIOTHEQUE MUNICIPALE LE TOUVET,112 Avenue Fernand Gras,38660,LE TOUVET,330.0,45.360089,5.949608
7517,Bibliotheque Municipale,105 Chemin de la patinoire,38250,VILLARD DE LANS,280.0,45.072527,5.551229
7518,Mediatheque municipale tete de reseau,86 impasse pre Chapotin,38470,VINAY,216.0,45.207631,5.402513
7519,Bibliotheque Municipale,534 Avenue Du pere Tasse,38410,CHAMROUSSE,50.0,45.110073,5.87586
7520,Bibliotheque  communautaire d'ARBOIS,9 grande rue,39600,ARBOIS,347.0,46.902604,5.774717
7521,Mediatheque intercommunale Andre Besson,3 Place du College,39120,Chaussin,283.0,46.96841,5.408196
7522,Bibliotheque Municipale,88 rue des ecoles,39570,Chilly-le-Vignoble,50.0,46.657354,5.499743
7523,Site de Cousance,60 Grande Rue,39190,Cousance,106.0,46.531672,5.391278
7525,Mediatheque Albert-Camus (Mesnils-Pasteur),26A Rue Marechal Leclerc,39100,Dole,4585.0,47.076351,5.470126
7526,Mediatheque municipale de Doucier,775 rue des trois lacs,39130,Doucier,40.0,46.655808,5.778519
7528,Bibliotheque Criquelire,35 rue Alexis Millardet,39290,Montmirey-la-Ville,434.0,47.217941,5.513269
7529,Mediatheque municipale de Montmorot,montee de l'Eglise,39570,Montmorot,160.0,46.680086,5.532461
7530,Bibliotheque Commmunautaire,14 RUE DU COLLEGE,39800,Poligny,451.0,46.838059,5.710236
7531,Site de Port-Lesney Bel Air,Quartier Bel Air,39600,Port Lesney,408.0,46.979165,5.808879
7532,Mediatheque de Saint Julien - Val Suran,rue des ecoles,39320,Val Suran,470.0,46.393384,5.452629
7537,Bibliotheque Municipale de Bourriot-Bergonce,ROUTE DE M,40120,BOURRIOT BERGONCE,35.0,44.163594,-0.201646
7538,BIBLIOTHEQUE DE CASTAIGNOS-SOUSLENS,5 PLACE VICTOR DUCLAS,40700,CASTAIGNOS-SOUSLENS,262.0,43.585998,-0.651019
7539,MEDIATHEQUE CAZERES-LE-VIGNAU-LUSSAGNET,152 Place de l'Ancienne Bastide,40270,CAZERES SUR L'ADOUR,96.0,43.76032,-0.317398
7541,Bibliotheque de Gabarret,222 RUE DES ECOLES,40310,GABARRET,30.0,43.986308,0.01233
7543,BIBLIOTHEQUE DE GELOUX,2 PLACE DE LA MAIRIE,40090,GELOUX,50.0,43.980817,-0.63888
7544,MEDIATHEQUE DE GRENADE-SUR-L'ADOUR,32 RUE DES CAPUCINS,40270,GRENADE SUR L'ADOUR,231.0,43.772316,-0.429467
7547,BIBLIOTHEQUE MUNICIPALE,46 RUE FRANcOIS MITTERRAND,40210,LABOUHEYRE,113.0,44.213416,-0.918777
7549,BIBLIOTHEQUE DE LUXEY,81 RUE DE L'ABBe LEMEIGNeRE,40430,LUXEY,54.0,44.264452,-0.519732
7550,MEDIATHEQUE DE MAGESCQ,21 AVENUE DE,40140,MAGESCQ,100.0,43.778733,-1.217564
7551,Mediatheque de Mezos,Rue de la gare,40170,Mezos,92.0,44.070806,-1.150972
7554,Bibliotheque Municipale,79 CHEMIN DE CANTINE,40440,ONDRES,150.0,43.560216,-1.448951
7555,Bibliotheque relais multimedia d'orist,40 ALLEE DU F,40300,ORIST,90.0,43.641084,-1.175535
7557,MEDIATHEQUE DU LEU,24 PLACE GAMBETTA,40630,SABRES,36.0,44.148638,-0.74072
7558,Mediatheque,100 ALLEE DU TRINQUET,40390,SAINT MARTIN DE HINX,80.0,43.581935,-1.270402
7559,Bibliotheque Municipale,2 rue du Sei,40390,Saint-Martin-de-Seignanx,100.0,43.54073,-1.390621
7560,BIBLIOTHEQUE DE SAINT MARTIN D'ONEY,LE BOURG,40090,SAINT-MARTIN-D'ONEY,90.0,43.932234,-0.633834
7561,Mediatheque,RUE DE L'ECOLE,40400,SAINT YAGUEN,60.0,43.905911,-0.738183
7562,Mediatheque De Tosse,AVENUE GENERAL DE GAULLE,40230,TOSSE,163.0,43.690797,-1.332243
7564,Bibliotheque municipale de Bracieux,5 impasse de la Trefilerie,41250,Bracieux,70.0,47.548197,1.542995
7566,Bibliotheque municipale de Chissay-en-Touraine,20 rue Etienne Denis,41400,Chissay-en-Touraine,100.0,47.337397,1.132671
7569,Mediatheque du Perche et Haut Vendomois Droue,route de Vendome,41270,Droue,740.0,48.039056,1.073765
7570,Point lecture d'Epuisay,4 rue des bleuets,41360,epuisay,8.0,47.90128,0.929814
7571,Mediatheque Muguette Bigot,274 route de Chambord,41350,Huisseau-sur-Cosson,207.0,47.592675,1.454471
7572,Bibliotheque Municipale de Mareuil sur Cher,3 place de l'eglise,41110,Mareuil-sur-Cher,55.0,47.293034,1.32929
7573,Point-lecture de Mesland,22 Grande Rue,41150,Mesland,16.0,47.510778,1.119841
7574,Bibliotheque Municipale de Montrichard-Val-De-Cher,7 Rue Porte au Roi,41400,Montrichard-Val-de-Cher,140.0,47.343002,1.184985
7575,Mediatheque de Muides,20 bis rue de la mairie,41500,Muides-sur-Loire,82.0,47.669206,1.521899
7576,Bibliotheque Maurice Genevoix,20 rue des Anges,41210,Neung-sur-Beuvron,120.0,47.53438,1.807471
7577,Bibliotheque Alain-Fournier Nouan-le-Fuzelier,2 ter Avenue de la Grande Sologne,41600,Nouan-Le-Fuzelier,170.0,47.536188,2.038703
7578,Bibliotheque Intercommunale Beauce la Romaine,2 rue de la Liberation,41240,Beauce la Romaine,162.0,47.910079,1.527971
7579,Bibliotheque municipale de Pruniers,86 Place Mendes-France,41200,Pruniers-en-Sologne,125.0,47.323653,1.672033
7580,Bibliotheque,19 rue des ecoles,41350,Saint-Gervais-la-Foret,120.0,47.567815,1.360508
7581,Point Lecture de Saint-Julien-de-Chedon,1 place de la Mairie,41400,Saint-Julien-de-Chedon,31.0,47.328207,1.203866
7583,Mediatheque Philippe Barbeau,22 rue des ecoles,41220,Saint-Laurent-Nouan,380.0,47.716016,1.606519
7584,Bibliotheque de Saint-leonard-en Beauce,7 Grande Rue,41370,Saint-Leonard-en-Beauce,87.0,47.831699,1.378361
7586,Bibliotheque,12 rue des Tilleuls,41000,Saint-Sulpice-de-Pommeray,139.0,47.607422,1.275845
7587,Point lecture de Sassay,7 route de Contres,41700,Sassay,30.0,47.395609,1.441529
7588,Point-lecture de Ternay,34 rue Saint Pere,41800,Ternay,88.0,47.73103,0.7773
7590,Bibliotheque de Villiers-sur-Loir,2 rue du chemin vert,41100,Villiers-sur-Loir,100.0,47.802086,0.996866
7591,Bibliotheque le Passage,8 PLACE du Forez,42160,ANDREZIEUX BOUTHEON,108.0,45.52437,4.257104
7592,Bibliotheque Municipale,1 rue des erables,42330,Aveizieux,100.0,45.565876,4.370643
7593,Bibliotheque Municipale,188 CHEMIN NEU,42210,Bellegarde-en-Forez,107.0,45.647777,4.297352
7594,Mediatheque Municipale De Briennon,PLACE DES TUILIERS,42720,Briennon,99.0,46.147623,4.078639
7595,Bibliotheque Jeansagniere,56 RUE DE L'E,42920,CHALMAZEL-JEANSAGNIERE,40.0,45.704068,3.850957
7598,Mediatheque Intercommunale,PLACE SAINT-PHILIBERT,42190,Charlieu,408.0,46.158309,4.170764
7599,Bibliotheque Municipale,11 RUE MASSENET,42140,Chazelles-sur-Lyon,256.0,45.638169,4.392934
7601,Bibliotheque D'essertines En Donzy,52 Place Saint Denis,42360,Essertines-en-Donzy,25.0,45.754336,4.344571
7602,Mediatheque Au Forum Des Mots,11 RUE GAMBETTA,42110,Feurs,430.0,45.744403,4.222473
7603,MEDIATHEQUE MUNICIPALE  YVES DUTEIL,7 RUE JEAN MOULIN,42420,LORETTE,250.0,45.511369,4.580918
7605,Bibliotheque De Marcilly Le Chatel,219 rue du Pave,42130,Marcilly-le-Chatel,57.0,45.694513,4.035643
7606,Bibliotheque De Marols,Place de l,42560,Marols,35.0,45.478553,4.044955
7607,Mediatheque Municipale De Neulise,85 Chemin Vieux,42590,Neulise,248.0,45.899859,4.182539
